a,b,h1,h2,h3,o,t,delta_h1,delta_h2,delta_h3,delta_o,w_bias_h1,w_a_h1,w_b_h1,w_bias_h2,w_a_h2,w_b_h2,w_bias_h3,w_a_h3,w_b_h3,w_bias_o,w_h1_o,w_h2_o,w_h3_o
   3.64375,   2.57565,   0.12871,   0.11874,   0.87532,   0.09661,   0.00000,  -0.00319,  -0.00304,   0.00326,  -0.00843,   2.53254,  -0.68071,  -0.76796,   2.30007,  -0.65576,  -0.74846,  -2.37724,   0.66392,   0.74565,   0.02473,   3.37341,   3.44427,  -3.54884
  -0.35290,   0.46480,   0.91803,   0.89877,   0.09407,   0.99722,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00001,   2.53254,  -0.68071,  -0.76795,   2.30007,  -0.65576,  -0.74846,  -2.37724,   0.66392,   0.74565,   0.02473,   3.37342,   3.44427,  -3.54884
   2.24812,   0.22698,   0.69591,   0.65835,   0.32840,   0.96995,   0.00000,  -0.02018,  -0.02190,   0.02213,  -0.02827,   2.52850,  -0.68978,  -0.76887,   2.29569,  -0.66561,  -0.74946,  -2.37281,   0.67386,   0.74666,   0.01908,   3.36948,   3.44055,  -3.55069
   8.09827,   0.52521,   0.03043,   0.02965,   0.97001,   0.03840,   0.00000,  -0.00014,  -0.00014,   0.00015,  -0.00142,   2.52847,  -0.69001,  -0.76889,   2.29566,  -0.66584,  -0.74947,  -2.37278,   0.67410,   0.74667,   0.01880,   3.36947,   3.44054,  -3.55097
   1.70738,   6.41005,   0.02717,   0.02545,   0.97247,   0.03714,   0.00000,  -0.00012,  -0.00011,   0.00013,  -0.00133,   2.52845,  -0.69005,  -0.76904,   2.29564,  -0.66588,  -0.74962,  -2.37276,   0.67414,   0.74684,   0.01853,   3.36946,   3.44054,  -3.55123
   5.46579,   3.39569,   0.02074,   0.02005,   0.97912,   0.03490,   0.00000,  -0.00008,  -0.00008,   0.00009,  -0.00118,   2.52843,  -0.69014,  -0.76909,   2.29563,  -0.66596,  -0.74967,  -2.37274,   0.67424,   0.74689,   0.01829,   3.36946,   3.44053,  -3.55146
   4.53035,   3.07620,   0.04908,   0.04620,   0.95163,   0.04578,   0.00000,  -0.00031,  -0.00030,   0.00033,  -0.00200,   2.52837,  -0.69042,  -0.76929,   2.29557,  -0.66624,  -0.74986,  -2.37267,   0.67453,   0.74710,   0.01789,   3.36944,   3.44051,  -3.55184
   4.01140,   6.22407,   0.00650,   0.00641,   0.99319,   0.03030,   0.00000,  -0.00002,  -0.00002,   0.00002,  -0.00089,   2.52837,  -0.69044,  -0.76931,   2.29556,  -0.66625,  -0.74988,  -2.37267,   0.67455,   0.74712,   0.01772,   3.36944,   3.44051,  -3.55201
   2.82292,   0.25416,   0.59478,   0.55581,   0.43080,   0.91712,   1.00000,   0.00512,   0.00535,  -0.00549,   0.00630,   2.52939,  -0.68755,  -0.76905,   2.29663,  -0.66323,  -0.74961,  -2.37377,   0.67145,   0.74684,   0.01898,   3.37019,   3.44121,  -3.55147
   0.90702,   1.93586,   0.60276,   0.56068,   0.42093,   0.92308,   1.00000,   0.00441,   0.00463,  -0.00473,   0.00546,   2.53027,  -0.68675,  -0.76734,   2.29756,  -0.66239,  -0.74782,  -2.37471,   0.67060,   0.74501,   0.02007,   3.37085,   3.44182,  -3.55101
  -0.75153,   8.52313,   0.02949,   0.02716,   0.96986,   0.03802,   0.00000,  -0.00013,  -0.00013,   0.00014,  -0.00139,   2.53024,  -0.68673,  -0.76757,   2.29753,  -0.66237,  -0.74803,  -2.37468,   0.67057,   0.74526,   0.01979,   3.37084,   3.44182,  -3.55128
   1.03666,   0.77710,   0.77239,   0.73683,   0.24967,   0.98625,   1.00000,   0.00011,   0.00012,  -0.00012,   0.00019,   2.53027,  -0.68671,  -0.76755,   2.29756,  -0.66235,  -0.74801,  -2.37471,   0.67055,   0.74524,   0.01983,   3.37087,   3.44184,  -3.55127
   3.01155,   1.37082,   0.35664,   0.32684,   0.66067,   0.50018,   0.00000,  -0.09672,  -0.09469,   0.09955,  -0.12505,   2.51092,  -0.74496,  -0.79407,   2.27862,  -0.71938,  -0.77398,  -2.35480,   0.73051,   0.77253,  -0.00518,   3.36195,   3.43367,  -3.56779
   6.22985,   4.31501,   0.00385,   0.00390,   0.99605,   0.02840,   0.00000,  -0.00001,  -0.00001,   0.00001,  -0.00078,   2.51092,  -0.74497,  -0.79408,   2.27862,  -0.71940,  -0.77398,  -2.35480,   0.73052,   0.77254,  -0.00534,   3.36195,   3.43367,  -3.56795
   0.47365,  -0.85511,   0.94465,   0.93084,   0.06480,   0.99784,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00000,   2.51092,  -0.74497,  -0.79408,   2.27862,  -0.71939,  -0.77398,  -2.35480,   0.73052,   0.77254,  -0.00534,   3.36195,   3.43367,  -3.56795
   1.44377,  -0.22110,   0.83354,   0.80394,   0.18681,   0.99254,   1.00000,   0.00003,   0.00003,  -0.00003,   0.00006,   2.51093,  -0.74497,  -0.79408,   2.27862,  -0.71939,  -0.77399,  -2.35480,   0.73052,   0.77254,  -0.00533,   3.36196,   3.43368,  -3.56795
   0.75251,   1.67482,   0.65031,   0.60850,   0.37491,   0.94944,   1.00000,   0.00186,   0.00199,  -0.00203,   0.00243,   2.51130,  -0.74469,  -0.79346,   2.27902,  -0.71909,  -0.77332,  -2.35521,   0.73021,   0.77186,  -0.00484,   3.36227,   3.43397,  -3.56777
   0.28296,   0.80317,   0.84068,   0.81068,   0.17819,   0.99310,   1.00000,   0.00002,   0.00002,  -0.00002,   0.00005,   2.51130,  -0.74469,  -0.79346,   2.27903,  -0.71909,  -0.77332,  -2.35521,   0.73021,   0.77186,  -0.00483,   3.36228,   3.43398,  -3.56776
   0.47350,   2.26142,   0.59010,   0.54729,   0.43439,   0.90961,   1.00000,   0.00604,   0.00632,  -0.00652,   0.00743,   2.51251,  -0.74411,  -0.79072,   2.28029,  -0.71849,  -0.77046,  -2.35652,   0.72959,   0.76891,  -0.00334,   3.36316,   3.43480,  -3.56712
   0.07229,   0.93847,   0.84770,   0.81836,   0.17049,   0.99363,   1.00000,   0.00002,   0.00002,  -0.00002,   0.00004,   2.51252,  -0.74411,  -0.79072,   2.28029,  -0.71849,  -0.77045,  -2.35652,   0.72959,   0.76891,  -0.00334,   3.36317,   3.43480,  -3.56712
   1.74711,   4.24755,   0.10469,   0.09556,   0.89882,   0.07384,   0.00000,  -0.00159,  -0.00150,   0.00164,  -0.00505,   2.51220,  -0.74467,  -0.79207,   2.27999,  -0.71901,  -0.77173,  -2.35619,   0.73016,   0.77030,  -0.00435,   3.36306,   3.43471,  -3.56802
   0.35400,   2.50167,   0.56638,   0.52370,   0.45743,   0.88766,   0.00000,  -0.07311,  -0.07584,   0.07839,  -0.08852,   2.49757,  -0.74985,  -0.82865,   2.26483,  -0.72438,  -0.80967,  -2.34051,   0.73571,   0.80952,  -0.02205,   3.35303,   3.42543,  -3.57612
   1.32740,   2.35511,   0.38952,   0.35352,   0.63241,   0.55809,   1.00000,   0.08690,   0.08532,  -0.09060,   0.10899,   2.51495,  -0.72678,  -0.78772,   2.28189,  -0.70173,  -0.76948,  -2.35864,   0.71166,   0.76684,  -0.00025,   3.36152,   3.43314,  -3.56234
   3.69055,   5.99905,   0.00744,   0.00722,   0.99237,   0.02972,   0.00000,  -0.00002,  -0.00002,   0.00002,  -0.00086,   2.51495,  -0.72679,  -0.78775,   2.28189,  -0.70174,  -0.76951,  -2.35863,   0.71168,   0.76687,  -0.00042,   3.36152,   3.43314,  -3.56251
   1.34534,   0.75433,   0.71970,   0.68078,   0.30519,   0.97513,   1.00000,   0.00041,   0.00045,  -0.00046,   0.00060,   2.51503,  -0.72668,  -0.78768,   2.28198,  -0.70162,  -0.76944,  -2.35872,   0.71155,   0.76680,  -0.00030,   3.36161,   3.43322,  -3.56247
   6.22329,   3.88303,   0.00627,   0.00623,   0.99361,   0.02938,   0.00000,  -0.00002,  -0.00002,   0.00002,  -0.00084,   2.51503,  -0.72670,  -0.78770,   2.28197,  -0.70165,  -0.76945,  -2.35872,   0.71158,   0.76682,  -0.00047,   3.36161,   3.43322,  -3.56264
   2.50577,   2.00192,   0.29259,   0.26569,   0.72301,   0.33614,   0.00000,  -0.05219,  -0.05024,   0.05352,  -0.07501,   2.50459,  -0.75286,  -0.80859,   2.27192,  -0.72683,  -0.78957,  -2.34801,   0.73840,   0.78825,  -0.01547,   3.35722,   3.42923,  -3.57348
   1.96365,   1.09481,   0.53519,   0.49507,   0.49123,   0.84859,   1.00000,   0.01625,   0.01668,  -0.01737,   0.01945,   2.50784,  -0.74648,  -0.80504,   2.27526,  -0.72028,  -0.78592,  -2.35149,   0.73158,   0.78444,  -0.01158,   3.35930,   3.43116,  -3.57157
   1.20473,   4.07471,   0.15819,   0.14248,   0.84893,   0.11678,   0.00000,  -0.00539,  -0.00505,   0.00552,  -0.01204,   2.50676,  -0.74778,  -0.80943,   2.27425,  -0.72149,  -0.79003,  -2.35039,   0.73290,   0.78894,  -0.01399,   3.35892,   3.43082,  -3.57362
  -0.49333,   0.71245,   0.90879,   0.88769,   0.10434,   0.99670,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00001,   2.50676,  -0.74778,  -0.80943,   2.27425,  -0.72149,  -0.79003,  -2.35039,   0.73291,   0.78894,  -0.01399,   3.35892,   3.43082,  -3.57362
   4.98501,   2.15224,   0.04913,   0.04641,   0.95263,   0.04335,   0.00000,  -0.00028,  -0.00027,   0.00029,  -0.00180,   2.50671,  -0.74806,  -0.80955,   2.27420,  -0.72176,  -0.79015,  -2.35033,   0.73319,   0.78906,  -0.01435,   3.35890,   3.43080,  -3.57396
   1.57125,  -0.97893,   0.89320,   0.87143,   0.12231,   0.99608,   1.00000,   0.00000,   0.00001,  -0.00001,   0.00002,   2.50671,  -0.74806,  -0.80955,   2.27420,  -0.72176,  -0.79015,  -2.35033,   0.73319,   0.78906,  -0.01435,   3.35891,   3.43080,  -3.57396
   2.17478,   0.88068,   0.54163,   0.50216,   0.48478,   0.85756,   1.00000,   0.01451,   0.01492,  -0.01553,   0.01740,   2.50961,  -0.74174,  -0.80699,   2.27718,  -0.71527,  -0.78752,  -2.35344,   0.72644,   0.78633,  -0.01087,   3.36079,   3.43255,  -3.57227
   2.94113,   2.23342,   0.18629,   0.17003,   0.82336,   0.14900,   1.00000,   0.05497,   0.05227,  -0.05606,   0.10791,   2.52060,  -0.70941,  -0.78244,   2.28764,  -0.68452,  -0.76417,  -2.36465,   0.69346,   0.76129,   0.01072,   3.36481,   3.43622,  -3.55450
   0.23615,   1.88209,   0.70692,   0.66546,   0.31689,   0.97207,   1.00000,   0.00053,   0.00058,  -0.00058,   0.00076,   2.52071,  -0.70938,  -0.78224,   2.28775,  -0.68450,  -0.76396,  -2.36477,   0.69343,   0.76107,   0.01087,   3.36492,   3.43632,  -3.55445
  -1.75543,   4.76126,   0.51038,   0.46305,   0.51040,   0.81836,   0.00000,  -0.10229,  -0.10393,   0.10805,  -0.12165,   2.50025,  -0.67347,  -0.87964,   2.26697,  -0.64801,  -0.86293,  -2.34316,   0.65550,   0.86396,  -0.01346,   3.35250,   3.42506,  -3.56687
   0.04472,   1.16212,   0.80967,   0.77472,   0.21252,   0.99001,   1.00000,   0.00005,   0.00006,  -0.00006,   0.00010,   2.50026,  -0.67347,  -0.87963,   2.26698,  -0.64801,  -0.86291,  -2.34317,   0.65550,   0.86394,  -0.01344,   3.35252,   3.42507,  -3.56687
   0.00460,   0.40797,   0.89457,   0.87124,   0.12050,   0.99609,   1.00000,   0.00000,   0.00001,  -0.00001,   0.00002,   2.50026,  -0.67347,  -0.87963,   2.26698,  -0.64801,  -0.86291,  -2.34317,   0.65550,   0.86394,  -0.01344,   3.35252,   3.42508,  -3.56687
   2.54715,   0.96539,   0.48392,   0.44605,   0.54004,   0.77037,   1.00000,   0.03401,   0.03438,  -0.03599,   0.04062,   2.50706,  -0.65614,  -0.87306,   2.27385,  -0.63049,  -0.85628,  -2.35037,   0.63716,   0.85699,  -0.00531,   3.35645,   3.42870,  -3.56248
  -0.00354,   1.27761,   0.80122,   0.76532,   0.22137,   0.98922,   1.00000,   0.00006,   0.00007,  -0.00007,   0.00011,   2.50708,  -0.65614,  -0.87305,   2.27387,  -0.63049,  -0.85626,  -2.35038,   0.63716,   0.85698,  -0.00529,   3.35647,   3.42872,  -3.56248
   6.22009,   3.93242,   0.00664,   0.00659,   0.99319,   0.02935,   0.00000,  -0.00002,  -0.00002,   0.00002,  -0.00084,   2.50707,  -0.65617,  -0.87306,   2.27386,  -0.63052,  -0.85627,  -2.35038,   0.63719,   0.85699,  -0.00546,   3.35647,   3.42872,  -3.56264
   3.39799,   5.16883,   0.01427,   0.01346,   0.98586,   0.03156,   0.00000,  -0.00005,  -0.00004,   0.00005,  -0.00096,   2.50706,  -0.65620,  -0.87311,   2.27386,  -0.63055,  -0.85632,  -2.35037,   0.63722,   0.85704,  -0.00565,   3.35647,   3.42871,  -3.56283
   2.68734,   4.41379,   0.04269,   0.03916,   0.95871,   0.04134,   0.00000,  -0.00022,  -0.00021,   0.00023,  -0.00164,   2.50702,  -0.65632,  -0.87331,   2.27381,  -0.63066,  -0.85650,  -2.35032,   0.63734,   0.85724,  -0.00598,   3.35645,   3.42870,  -3.56315
   2.06952,   0.10170,   0.74268,   0.70714,   0.28006,   0.98042,   1.00000,   0.00024,   0.00027,  -0.00027,   0.00038,   2.50707,  -0.65622,  -0.87330,   2.27387,  -0.63055,  -0.85650,  -2.35038,   0.63723,   0.85724,  -0.00590,   3.35651,   3.42875,  -3.56312
   2.93265,   4.83719,   0.02554,   0.02370,   0.97504,   0.03512,   0.00000,  -0.00010,  -0.00009,   0.00010,  -0.00119,   2.50705,  -0.65628,  -0.87340,   2.27385,  -0.63061,  -0.85659,  -2.35035,   0.63729,   0.85734,  -0.00614,   3.35650,   3.42875,  -3.56336
   3.23630,   2.13113,   0.18570,   0.16903,   0.82335,   0.14967,   0.00000,  -0.00967,  -0.00917,   0.00987,  -0.01905,   2.50511,  -0.66254,  -0.87752,   2.27201,  -0.63654,  -0.86050,  -2.34838,   0.64368,   0.86155,  -0.00995,   3.35579,   3.42810,  -3.56649
  -0.51078,  -1.44125,   0.98383,   0.97890,   0.01948,   0.99861,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00000,   2.50511,  -0.66254,  -0.87752,   2.27201,  -0.63654,  -0.86050,  -2.34838,   0.64368,   0.86155,  -0.00995,   3.35579,   3.42810,  -3.56649
  -0.74451,   0.38450,   0.93468,   0.91797,   0.07611,   0.99753,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00001,   2.50511,  -0.66254,  -0.87752,   2.27201,  -0.63654,  -0.86050,  -2.34838,   0.64368,   0.86155,  -0.00995,   3.35580,   3.42810,  -3.56649
   5.67118,   1.18905,   0.09148,   0.08619,   0.91105,   0.06557,   0.00000,  -0.00112,  -0.00108,   0.00116,  -0.00402,   2.50489,  -0.66381,  -0.87779,   2.27180,  -0.63777,  -0.86076,  -2.34815,   0.64500,   0.86182,  -0.01075,   3.35572,   3.42804,  -3.56723
   0.65336,  -0.15194,   0.90066,   0.87931,   0.11328,   0.99639,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00001,   2.50489,  -0.66381,  -0.87779,   2.27180,  -0.63777,  -0.86076,  -2.34815,   0.64500,   0.86182,  -0.01075,   3.35572,   3.42804,  -3.56723
   0.16677,   1.87217,   0.67936,   0.63505,   0.34817,   0.96098,   1.00000,   0.00107,   0.00116,  -0.00118,   0.00146,   2.50510,  -0.66377,  -0.87739,   2.27203,  -0.63774,  -0.86032,  -2.34839,   0.64496,   0.86138,  -0.01046,   3.35592,   3.42822,  -3.56712
  -0.03118,   0.66479,   0.87463,   0.84813,   0.14236,   0.99515,   1.00000,   0.00001,   0.00001,  -0.00001,   0.00002,   2.50511,  -0.66377,  -0.87739,   2.27203,  -0.63774,  -0.86032,  -2.34839,   0.64496,   0.86138,  -0.01045,   3.35593,   3.42823,  -3.56712
   5.74504,   4.47476,   0.00530,   0.00526,   0.99458,   0.02868,   0.00000,  -0.00001,  -0.00001,   0.00002,  -0.00080,   2.50510,  -0.66379,  -0.87740,   2.27203,  -0.63775,  -0.86033,  -2.34839,   0.64498,   0.86139,  -0.01061,   3.35593,   3.42823,  -3.56728
   3.53914,   4.12207,   0.03045,   0.02843,   0.97026,   0.03654,   0.00000,  -0.00013,  -0.00012,   0.00013,  -0.00129,   2.50508,  -0.66388,  -0.87750,   2.27200,  -0.63784,  -0.86043,  -2.34836,   0.64507,   0.86150,  -0.01087,   3.35592,   3.42822,  -3.56753
   1.74250,   2.71423,   0.26241,   0.23598,   0.75287,   0.26754,   0.00000,  -0.03405,  -0.03240,   0.03480,  -0.05243,   2.49827,  -0.67575,  -0.89599,   2.26552,  -0.64913,  -0.87803,  -2.34140,   0.65720,   0.88039,  -0.02136,   3.35317,   3.42575,  -3.57543
   6.50996,   6.27405,   0.00054,   0.00057,   0.99942,   0.02683,   0.00000,  -0.00000,  -0.00000,   0.00000,  -0.00070,   2.49827,  -0.67575,  -0.89599,   2.26552,  -0.64913,  -0.87803,  -2.34140,   0.65720,   0.88039,  -0.02150,   3.35317,   3.42575,  -3.57557
  -1.72476,   0.99558,   0.94113,   0.92491,   0.06924,   0.99766,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00001,   2.49827,  -0.67575,  -0.89599,   2.26552,  -0.64913,  -0.87803,  -2.34140,   0.65720,   0.88039,  -0.02150,   3.35317,   3.42575,  -3.57557
   0.25163,   1.72844,   0.68559,   0.64212,   0.34202,   0.96282,   1.00000,   0.00096,   0.00105,  -0.00107,   0.00133,   2.49846,  -0.67570,  -0.89566,   2.26573,  -0.64908,  -0.87766,  -2.34161,   0.65715,   0.88002,  -0.02123,   3.35335,   3.42592,  -3.57547
  -0.30119,  -0.19299,   0.94659,   0.93281,   0.06242,   0.99782,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00000,   2.49846,  -0.67570,  -0.89566,   2.26573,  -0.64908,  -0.87766,  -2.34161,   0.65715,   0.88002,  -0.02123,   3.35335,   3.42592,  -3.57547
   1.90585,   0.44415,   0.69272,   0.65450,   0.33218,   0.96631,   1.00000,   0.00078,   0.00085,  -0.00087,   0.00110,   2.49862,  -0.67540,  -0.89559,   2.26590,  -0.64876,  -0.87759,  -2.34179,   0.65682,   0.87995,  -0.02101,   3.35350,   3.42606,  -3.57540
   2.81832,   4.18283,   0.04105,   0.03793,   0.96046,   0.03964,   0.00000,  -0.00020,  -0.00019,   0.00020,  -0.00151,   2.49858,  -0.67551,  -0.89576,   2.26587,  -0.64886,  -0.87775,  -2.34175,   0.65693,   0.88012,  -0.02131,   3.35349,   3.42605,  -3.57569
  -0.33181,   2.84785,   0.54283,   0.49537,   0.48668,   0.85271,   1.00000,   0.01540,   0.01584,  -0.01653,   0.01850,   2.50166,  -0.67653,  -0.88699,   2.26903,  -0.64991,  -0.86872,  -2.34505,   0.65803,   0.87071,  -0.01761,   3.35550,   3.42788,  -3.57389
  -1.05855,   6.19312,   0.09318,   0.08143,   0.91300,   0.06364,   0.00000,  -0.00108,  -0.00097,   0.00108,  -0.00379,   2.50144,  -0.67631,  -0.88832,   2.26884,  -0.64971,  -0.86993,  -2.34484,   0.65780,   0.87204,  -0.01837,   3.35543,   3.42782,  -3.57458
   0.29437,   0.75957,   0.83584,   0.80484,   0.18410,   0.99251,   1.00000,   0.00003,   0.00003,  -0.00003,   0.00006,   2.50145,  -0.67631,  -0.88831,   2.26885,  -0.64971,  -0.86992,  -2.34484,   0.65780,   0.87203,  -0.01836,   3.35544,   3.42783,  -3.57458
   1.08347,   0.98764,   0.70917,   0.66946,   0.31629,   0.97140,   1.00000,   0.00055,   0.00060,  -0.00061,   0.00079,   2.50156,  -0.67619,  -0.88821,   2.26897,  -0.64958,  -0.86980,  -2.34496,   0.65767,   0.87191,  -0.01820,   3.35555,   3.42794,  -3.57453
   5.54092,   3.76796,   0.01003,   0.00988,   0.98989,   0.02962,   0.00000,  -0.00003,  -0.00003,   0.00003,  -0.00085,   2.50155,  -0.67622,  -0.88823,   2.26896,  -0.64961,  -0.86983,  -2.34496,   0.65770,   0.87194,  -0.01837,   3.35555,   3.42793,  -3.57470
   0.35897,   0.10818,   0.89685,   0.87454,   0.11768,   0.99620,   1.00000,   0.00000,   0.00001,  -0.00001,   0.00001,   2.50155,  -0.67622,  -0.88823,   2.26896,  -0.64961,  -0.86983,  -2.34496,   0.65770,   0.87194,  -0.01837,   3.35555,   3.42794,  -3.57470
   3.47454,   3.51839,   0.04865,   0.04528,   0.95294,   0.04285,   0.00000,  -0.00027,  -0.00026,   0.00028,  -0.00176,   2.50150,  -0.67641,  -0.88842,   2.26891,  -0.64979,  -0.87001,  -2.34490,   0.65789,   0.87213,  -0.01872,   3.35553,   3.42792,  -3.57503
   0.46292,   0.74049,   0.82208,   0.78983,   0.19868,   0.99131,   1.00000,   0.00004,   0.00004,  -0.00004,   0.00007,   2.50150,  -0.67640,  -0.88841,   2.26892,  -0.64978,  -0.87000,  -2.34491,   0.65789,   0.87213,  -0.01870,   3.35555,   3.42793,  -3.57503
   0.37355,   1.11875,   0.77815,   0.74133,   0.24537,   0.98603,   1.00000,   0.00011,   0.00013,  -0.00013,   0.00019,   2.50153,  -0.67640,  -0.88839,   2.26894,  -0.64977,  -0.86997,  -2.34494,   0.65788,   0.87210,  -0.01866,   3.35558,   3.42796,  -3.57502
   1.11166,   1.90196,   0.51498,   0.47302,   0.51127,   0.81803,   1.00000,   0.02270,   0.02315,  -0.02420,   0.02709,   2.50607,  -0.67135,  -0.87975,   2.27357,  -0.64463,  -0.86117,  -2.34978,   0.65250,   0.86289,  -0.01325,   3.35837,   3.43052,  -3.57225
   0.34921,   1.91480,   0.64269,   0.59857,   0.38470,   0.94398,   1.00000,   0.00229,   0.00244,  -0.00251,   0.00296,   2.50652,  -0.67119,  -0.87888,   2.27406,  -0.64446,  -0.86023,  -2.35028,   0.65233,   0.86194,  -0.01265,   3.35875,   3.43088,  -3.57202
   1.27327,   0.99243,   0.68561,   0.64560,   0.33978,   0.96413,   1.00000,   0.00090,   0.00097,  -0.00099,   0.00124,   2.50670,  -0.67096,  -0.87870,   2.27426,  -0.64421,  -0.86004,  -2.35048,   0.65207,   0.86174,  -0.01241,   3.35892,   3.43104,  -3.57194
   1.27327,   0.99243,   0.68575,   0.64576,   0.33962,   0.96421,   1.00000,   0.00089,   0.00097,  -0.00099,   0.00124,   2.50688,  -0.67073,  -0.87852,   2.27445,  -0.64396,  -0.85985,  -2.35067,   0.65182,   0.86154,  -0.01216,   3.35909,   3.43120,  -3.57186
   5.66260,   0.34022,   0.16937,   0.15915,   0.83664,   0.13176,   0.00000,  -0.00712,  -0.00692,   0.00736,  -0.01507,   2.50546,  -0.67880,  -0.87901,   2.27307,  -0.65180,  -0.86032,  -2.34920,   0.66015,   0.86204,  -0.01517,   3.35858,   3.43072,  -3.57438
   8.21677,   1.05616,   0.01798,   0.01814,   0.98176,   0.03224,   0.00000,  -0.00006,  -0.00006,   0.00006,  -0.00101,   2.50545,  -0.67890,  -0.87902,   2.27305,  -0.65190,  -0.86033,  -2.34919,   0.66026,   0.86206,  -0.01538,   3.35857,   3.43072,  -3.57458
   1.18407,   0.61572,   0.76140,   0.72540,   0.26181,   0.98361,   1.00000,   0.00016,   0.00018,  -0.00018,   0.00026,   2.50548,  -0.67886,  -0.87900,   2.27309,  -0.65186,  -0.86031,  -2.34923,   0.66022,   0.86203,  -0.01532,   3.35861,   3.43075,  -3.57456
   1.32363,   2.02980,   0.45580,   0.41679,   0.56817,   0.71391,   1.00000,   0.04868,   0.04873,  -0.05125,   0.05843,   2.51521,  -0.66597,  -0.85924,   2.28284,  -0.63896,  -0.84053,  -2.35948,   0.64665,   0.84123,  -0.00364,   3.36394,   3.43562,  -3.56792
   0.62965,   1.75263,   0.64336,   0.60046,   0.38274,   0.94573,   1.00000,   0.00215,   0.00230,  -0.00235,   0.00279,   2.51564,  -0.66570,  -0.85848,   2.28329,  -0.63867,  -0.83972,  -2.35995,   0.64635,   0.84041,  -0.00308,   3.36430,   3.43596,  -3.56771
   1.95293,   1.18674,   0.54904,   0.50987,   0.47494,   0.87006,   1.00000,   0.01224,   0.01261,  -0.01307,   0.01469,   2.51809,  -0.66092,  -0.85558,   2.28582,  -0.63374,  -0.83673,  -2.36256,   0.64125,   0.83730,  -0.00014,   3.36591,   3.43746,  -3.56631
   4.41480,   6.52606,   0.00251,   0.00254,   0.99736,   0.02820,   0.00000,  -0.00001,  -0.00001,   0.00001,  -0.00077,   2.51809,  -0.66093,  -0.85559,   2.28582,  -0.63375,  -0.83674,  -2.36256,   0.64126,   0.83731,  -0.00030,   3.36591,   3.43746,  -3.56647
   1.45907,  -0.56229,   0.88441,   0.86195,   0.13037,   0.99583,   1.00000,   0.00001,   0.00001,  -0.00001,   0.00002,   2.51809,  -0.66093,  -0.85559,   2.28582,  -0.63375,  -0.83674,  -2.36256,   0.64125,   0.83731,  -0.00029,   3.36591,   3.43746,  -3.56647
   1.41990,   1.79593,   0.51077,   0.47084,   0.51293,   0.81878,   1.00000,   0.02262,   0.02303,  -0.02396,   0.02689,   2.52261,  -0.65450,  -0.84747,   2.29042,  -0.62721,  -0.82847,  -2.36735,   0.63445,   0.82871,   0.00509,   3.36866,   3.43999,  -3.56371
   3.52310,   2.96681,   0.09133,   0.08493,   0.91105,   0.06650,   0.00000,  -0.00115,  -0.00110,   0.00119,  -0.00413,   2.52238,  -0.65532,  -0.84815,   2.29020,  -0.62799,  -0.82912,  -2.36711,   0.63529,   0.82942,   0.00426,   3.36859,   3.43992,  -3.56446
   1.34467,   0.13354,   0.82170,   0.79168,   0.19748,   0.99177,   1.00000,   0.00003,   0.00004,  -0.00004,   0.00007,   2.52239,  -0.65531,  -0.84815,   2.29021,  -0.62797,  -0.82912,  -2.36712,   0.63528,   0.82941,   0.00427,   3.36860,   3.43993,  -3.56446
   0.55478,   1.28472,   0.74445,   0.70613,   0.27906,   0.98104,   1.00000,   0.00023,   0.00025,  -0.00025,   0.00035,   2.52244,  -0.65528,  -0.84809,   2.29026,  -0.62795,  -0.82906,  -2.36717,   0.63525,   0.82935,   0.00434,   3.36865,   3.43998,  -3.56444
   0.10436,  -0.75775,   0.95676,   0.94547,   0.05072,   0.99817,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00000,   2.52244,  -0.65528,  -0.84809,   2.29026,  -0.62795,  -0.82906,  -2.36717,   0.63525,   0.82935,   0.00435,   3.36865,   3.43998,  -3.56444
   1.08347,   0.98764,   0.72608,   0.68806,   0.29738,   0.97718,   1.00000,   0.00034,   0.00038,  -0.00038,   0.00051,   2.52250,  -0.65521,  -0.84802,   2.29034,  -0.62787,  -0.82898,  -2.36725,   0.63517,   0.82928,   0.00445,   3.36872,   3.44005,  -3.56441
   1.35360,   1.88315,   0.50966,   0.46988,   0.51354,   0.81866,   1.00000,   0.02266,   0.02307,  -0.02397,   0.02692,   2.52704,  -0.64907,  -0.83949,   2.29495,  -0.62162,  -0.82029,  -2.37204,   0.62868,   0.82025,   0.00983,   3.37147,   3.44258,  -3.56164
   4.00753,   4.27255,   0.02507,   0.02410,   0.97472,   0.03577,   0.00000,  -0.00010,  -0.00010,   0.00011,  -0.00123,   2.52702,  -0.64915,  -0.83957,   2.29493,  -0.62170,  -0.82038,  -2.37202,   0.62877,   0.82034,   0.00958,   3.37146,   3.44258,  -3.56188
